         17004346 function calls (16945508 primitive calls) in 13.105 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        3    0.000    0.000    0.000    0.000 version.py:57(__le__)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:206(UTC)
        1    0.000    0.000    0.000    0.000 __init__.py:391(_FixedOffset)
        1    0.000    0.000    0.000    0.000 pointvector.py:339(Point3D)
        1    0.000    0.000    0.000    0.000 extras.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1321(_replace_dtype_fields)
        3    0.000    0.000    0.000    0.000 core.py:1368(getmask)
        1    0.000    0.000    0.000    0.000 core.py:6152(mvoid)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
        3    0.000    0.000    0.000    0.000 core.py:812(__init__)
        6    0.000    0.000    0.000    0.000 core.py:852(__init__)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        2    0.000    0.000    0.000    0.000 parsers.py:529(_make_parser_function)
        1    0.000    0.000    0.000    0.000 reshape.py:39(_Unstacker)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:121(<genexpr>)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(array_split)
        1    0.000    0.000    0.000    0.000 function_base.py:4209(<listcomp>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        2    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:206(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 records.py:81(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        2    0.000    0.000    0.000    0.000 pyparsing.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1577(addCondition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2835(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3636(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3794(__init__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:186(_make_type_validator)
        3    0.000    0.000    0.000    0.000 rcsetup.py:380(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 __init__.py:872(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:884(is_url)
        1    0.000    0.000    0.000    0.000 __init__.py:1170(rc_context)
        1    0.000    0.000    0.000    0.000 __init__.py:64(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:552(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:566(Stack)
        4    0.000    0.000    0.000    0.000 __init__.py:828(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:791(Grouper)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 ssl.py:362(_ASN1Object)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        1    0.000    0.000    0.000    0.000 client.py:1368(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 :1(UnparsedPathAttributes)
        2    0.000    0.000    0.000    0.000 env.py:373(ensure_env_with_credentials)
        1    0.000    0.000    0.000    0.000 :1(GDALVersionAttributes)
        1    0.000    0.000    0.000    0.000 validators.py:26(_InstanceOfValidator)
        2    0.000    0.000    0.000    0.000 validators.py:54(instance_of)
        1    0.000    0.000    0.000    0.000 validators.py:217(_InValidator)
        1    0.000    0.000    0.000    0.000 :1(_InstanceOfValidatorAttributes)
        2    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 :1(_InValidatorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._version_info.VersionInfo>:1(__init__)
        1    0.000    0.000    0.000    0.000 :1(VersionInfoAttributes)
        1    0.000    0.000    0.000    0.000 :1(ParsedPathAttributes)
        1    0.000    0.000    0.000    0.000 _make.py:58(__new__)
        1    0.000    0.000    0.000    0.000 _make.py:49(_Nothing)
       14    0.000    0.000    0.000    0.000 _make.py:469(<genexpr>)
        1    0.000    0.000    0.000    0.000 _make.py:1741(Attribute)
        1    0.000    0.000    0.000    0.000 _make.py:2043(Factory)
        1    0.000    0.000    0.000    0.000 _make.py:2136(_AndValidator)
        1    0.000    0.000    0.000    0.000 _compat.py:124(metadata_proxy)
        1    0.000    0.000    0.000    0.000 {fiona._env.get_gdal_release_name}
        1    0.000    0.000    0.000    0.000 collection.py:471(<listcomp>)
        1    0.000    0.000    0.000    0.000 index.py:26(<listcomp>)
        1    0.000    0.000    0.000    0.000 multilinestring.py:19(MultiLineString)
        1    0.000    0.000    0.000    0.000 multipolygon.py:19(MultiPolygon)
        1    0.000    0.000    0.000    0.000 ops.py:332(SplitOp)
        1    0.000    0.000    0.000    0.000 polylabel.py:6(Cell)
        1    0.000    0.000    0.000    0.000 point.py:155(PointAdapter)
        1    0.000    0.000    0.000    0.000 multipoint.py:119(MultiPointAdapter)
        1    0.000    0.000    0.000    0.000 impl.py:50(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:474(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 py3k.py:116(contextlib_nullcontext)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 pincam.py:131(__init__)
        1    0.000    0.000    0.000    0.000 re.py:313(filter)
        9    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method binascii.a2b_hex}
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(_get_parent_path)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 simpledialog.py:255(_QueryDialog)
        1    0.000    0.000    0.000    0.000 simpledialog.py:325(_QueryInteger)
        1    0.000    0.000    0.000    0.000 commondialog.py:13(Dialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:225(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:239(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 dialog.py:9(Dialog)
        1    0.000    0.000    0.000    0.000 _formlayout.py:104(ColorLayout)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:139(_allow_super_init)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:1021(HelpQt)
        2    0.000    0.000    0.000    0.000 qt_compat.py:85(is_pyqt5)
        1    0.000    0.000    0.000    0.000 axis3d.py:428(YAxis)
        1    0.000    0.000    0.000    0.000 backend_qt5agg.py:17(FigureCanvasQTAgg)
        1    0.000    0.000    0.000    0.000 backend_qt5agg.py:98(_BackendQT5Agg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:619(_BackendAgg)
        1    0.000    0.000    0.000    0.000 art3d.py:140(Line3D)
        1    0.000    0.000    0.000    0.000 art3d.py:290(Line3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:368(PathPatch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:425(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:491(Path3DCollection)
        1    0.000    0.000    0.000    0.000 geo.py:16(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:234(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:287(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:311(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:356(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:465(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 polar.py:72(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:111(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:247(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:446(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:505(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:660(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:714(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 scale.py:25(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:125(FuncTransform)
        1    0.000    0.000    0.000    0.000 scale.py:161(FuncScale)
        1    0.000    0.000    0.000    0.000 scale.py:219(InvertedLogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:238(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:254(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 scale.py:262(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:270(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:278(LogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:316(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:414(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 scale.py:453(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:479(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:591(LogitTransform)
        1    0.000    0.000    0.000    0.000 scale.py:634(LogitScale)
        1    0.000    0.000    0.000    0.000 axis.py:516(YTick)
        2    0.000    0.000    0.000    0.000 axis.py:684(__init__)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1009(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1077(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1087(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1172(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 mlab.py:1389(GaussianKDE)
        1    0.000    0.000    0.000    0.000 streamplot.py:234(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:244(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:359(StreamMask)
        1    0.000    0.000    0.000    0.000 streamplot.py:411(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1272(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1668(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1791(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 container.py:46(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:71(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 container.py:103(StemContainer)
